algorithm,dataset,n,k,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
kmeans,wines,178,3,13,9,0.8368448733145885,0.8154937542710348,0,2,2,0,0,0.07262108804672127,0.8547578239065575,0.40279457776730565,0.8154937542710344,48.970291155139165,8.1166e-5
kmeans,wines,178,3,13,10,0.8368448733145885,0.8154937542710348,0,2,2,0,0,0.07262108804672127,0.8547578239065575,0.4027945777673058,0.8154937542710344,48.970291155139165,4.325e-5
kmeans_hg,wines,178,3,13,1,0.8685425493202144,0.8529287764511979,0,2,2,0,0,0.05852853424744493,0.8829429315051102,0.3209840880298707,0.8529287764511979,48.954035819626654,0.011492833
kmeans_hg,wines,178,3,13,2,0.8685425493202144,0.8529287764511979,0,2,2,0,0,0.05852853424744493,0.8829429315051102,0.3209840880298707,0.8529287764511979,48.954035819626654,0.018795042
kmeans_hg,wines,178,3,13,3,0.8685425493202144,0.8529287764511979,0,2,2,0,0,0.05852853424744493,0.8829429315051102,0.3209840880298707,0.8529287764511979,48.954035819626654,0.013254125
kmeans_hg,wines,178,3,13,4,0.8685425493202144,0.8529287764511979,0,2,2,0,0,0.05852853424744493,0.8829429315051102,0.3209840880298707,0.8529287764511979,48.954035819626654,0.011282209
kmeans_hg,wines,178,3,13,5,0.8685425493202144,0.8529287764511979,0,2,2,0,0,0.05852853424744493,0.8829429315051102,0.3209840880298707,0.8529287764511979,48.954035819626654,0.010521542
kmeans_hg,wines,178,3,13,6,0.8685425493202144,0.8529287764511979,0,2,2,0,0,0.05852853424744493,0.8829429315051102,0.3209840880298707,0.8529287764511979,48.954035819626654,0.012540875
kmeans_hg,wines,178,3,13,7,0.8685425493202144,0.8529287764511979,0,2,2,0,0,0.05852853424744493,0.8829429315051102,0.3209840880298707,0.8529287764511979,48.954035819626654,0.0124455
kmeans_hg,wines,178,3,13,8,0.8685425493202144,0.8529287764511979,0,2,2,0,0,0.05852853424744493,0.8829429315051102,0.3209840880298707,0.8529287764511979,48.954035819626654,0.018025708
kmeans_hg,wines,178,3,13,9,0.8685425493202144,0.8529287764511979,0,2,2,0,0,0.05852853424744493,0.8829429315051102,0.3209840880298707,0.8529287764511979,48.954035819626654,0.010875041
kmeans_hg,wines,178,3,13,10,0.8685425493202144,0.8529287764511979,0,2,2,0,0,0.05852853424744493,0.8829429315051102,0.3209840880298707,0.8529287764511979,48.954035819626654,0.010757708
gmm,wines,178,3,13,1,0.5927813783962729,0.6516415057821652,0,0,0,0,0,0.18313971941852344,0.633720561162953,0.7526925484886853,0.6516415057821652,8.87756865421274,0.0012385
gmm,wines,178,3,13,2,0.5529320979753038,0.5988081244339734,0,0,0,0,0,0.2009141115977909,0.5981717768044182,0.8677610785147494,0.5988081244339731,9.012643732448986,0.000520167
gmm,wines,178,3,13,3,0.37895139385222215,0.45995970233511035,0,1,1,1,1,0.2903573922427474,0.41928521551450515,1.1258085223640675,0.45995970233511035,8.918871065018829,0.001226583
gmm,wines,178,3,13,4,0.3215067057786592,0.38848410902204683,1,1,1,1,1,0.32825493556782837,0.3434901288643433,1.2285675337632174,0.388484109022047,8.699339496971888,0.006940792
gmm,wines,178,3,13,5,0.41184512580577126,0.5254495497083451,0,1,1,1,1,0.28185107598552656,0.4362978480289469,0.9633348304169603,0.5254495497083451,8.864313388220236,0.000884583
gmm,wines,178,3,13,6,0.7124185804744081,0.7425706269648497,0,0,0,0,0,0.12873738335555132,0.7425252332888973,0.5590825538737929,0.7425706269648498,9.295734873269891,0.000983334
gmm,wines,178,3,13,7,0.6730407675439102,0.7202445066203523,0,0,0,0,0,0.14682917539516283,0.7063416492096743,0.605828999582218,0.7202445066203526,9.358051672027157,0.000798375
gmm,wines,178,3,13,8,0.5587086399829112,0.6427864801313478,0,0,0,0,0,0.20059671173744684,0.5988065765251064,0.7644972195662219,0.6427864801313476,9.079681149529158,0.000741959
gmm,wines,178,3,13,9,0.4358186244778542,0.4628321342329578,1,1,1,1,1,0.25239636894559764,0.49520726210880467,1.1669208289095052,0.4628321342329579,8.50785283057223,0.00141575
gmm,wines,178,3,13,10,0.40270650426222315,0.4046708311668777,0,1,1,1,1,0.26826636196280074,0.4634672760743985,1.288057940061295,0.4046708311668778,8.410615277996987,0.002841834
gmm_ms,wines,178,3,13,1,0.6607167454883591,0.6807582749124755,0,0,0,0,0,0.15146321335618612,0.6970735732876278,0.694923648261522,0.6807582749124755,9.47116268573324,0.292356167
gmm_ms,wines,178,3,13,2,0.8462065366773447,0.8388362445743243,0,0,0,0,0,0.06862184980638608,0.8627563003872278,0.35100345010819517,0.8388362445743244,9.451602918557953,0.252404208
gmm_ms,wines,178,3,13,3,0.9636510381114427,0.9537059433155873,0,0,0,0,0,0.016250872849615947,0.9674982543007681,0.1006344396326812,0.9537059433155871,9.480962680019946,0.286886375
gmm_ms,wines,178,3,13,4,0.7276543390337938,0.7396876280129571,0,0,1,0,1,0.12194502634418841,0.7561099473116232,0.5651250141243939,0.739687628012957,9.470384573072073,0.290342583
gmm_ms,wines,178,3,13,5,0.6050037779677835,0.6631479693917479,0,0,0,0,0,0.17653780232336697,0.6469243953532661,0.7324559956712831,0.6631479693917481,9.461945559203357,0.23015875
gmm_ms,wines,178,3,13,6,0.6469639569621353,0.6628422256711787,0,0,0,0,0,0.15749381070272328,0.6850123785945534,0.7344245859264177,0.6628422256711788,9.497236895381787,0.256054333
