algorithm,dataset,n,k,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
kmeans,shuttle,58000,7,9,6,0.27040817410572315,0.22632100712839223,4,6,6,4,4,0.35674663118448535,0.2865067376310293,1.1381424231605533,0.22632100712839176,6.824608200689287e8,3.467938197
kmeans,shuttle,58000,7,9,7,0.32788256001229604,0.3101843869640571,3,6,6,3,3,0.33231360766624396,0.3353727846675121,1.0634964604958292,0.3101843869640569,8.351936080619193e8,2.155575206
kmeans,shuttle,58000,7,9,8,0.25525589319484476,0.24047220843954875,3,6,6,3,3,0.36742685515980955,0.26514628968038095,1.2103054734302885,0.24047220843954803,8.376394705971539e8,1.317862511
kmeans,shuttle,58000,7,9,9,0.25908517171899426,0.23086831978499212,4,6,6,4,4,0.3688238893536214,0.26235222129275715,1.2465682891590422,0.23086831978499206,8.379019179643805e8,2.38842645
kmeans,shuttle,58000,7,9,10,0.38702967931907234,0.31076213141847203,3,6,6,3,3,0.32112525305133083,0.3577494938973383,1.206982690188885,0.31076213141847153,1.8635358719721148e9,2.422507743
kmeans_hg,shuttle,58000,7,9,6,0.8866215111484108,0.25257812360015836,4,6,6,4,4,0.23305927807316534,0.5338814438536693,0.8065712886657995,0.2525781236001575,5.692294768425833e8,424.133474838
kmeans_hg,shuttle,58000,7,9,7,0.886538696612934,0.2522166304680636,4,6,6,4,4,0.23323520500650724,0.5335295899869855,0.8071253163414052,0.25221663046806375,5.692182607551856e8,373.603382499
kmeans_hg,shuttle,58000,7,9,8,0.886538696612934,0.2522166304680599,4,6,6,4,4,0.23323520500650724,0.5335295899869855,0.8071253163414052,0.2522166304680601,5.692182607551856e8,411.001894435
kmeans_hg,shuttle,58000,7,9,9,0.886538696612934,0.2522166304680525,4,6,6,4,4,0.23323520500650724,0.5335295899869855,0.8071253163414052,0.25221663046805265,5.692182607551856e8,450.97479369
kmeans_hg,shuttle,58000,7,9,10,0.886538696612934,0.2522166304680599,4,6,6,4,4,0.23323520500650724,0.5335295899869855,0.8071253163414052,0.2522166304680601,5.692182607551856e8,337.91920562
gmm,shuttle,58000,7,9,6,0.35984416455798995,0.4285296095895774,4,4,4,4,4,0.351797169511246,0.2964056609775079,1.1551551319072058,0.42852960958957703,-18.04650579515802,1.518098623
gmm,shuttle,58000,7,9,7,0.1313347086800028,0.2728451270240606,4,5,4,5,4,0.45484109297960545,0.09031781404078905,1.314729899772082,0.27284512702406016,-17.927997307209722,1.030559547
gmm,shuttle,58000,7,9,8,0.17625008667402384,0.27009801481045304,4,4,4,4,4,0.4651783080683317,0.06964338386333653,1.5035563189817198,0.270098014810453,-15.858321303900587,3.346751849
gmm,shuttle,58000,7,9,9,0.12084341726194928,0.3292258394566317,4,4,3,4,3,0.49348346434034834,0.013033071319303365,1.3751916154933228,0.32922583945663114,-17.31281040312986,1.751159477
gmm,shuttle,58000,7,9,10,0.1028251212832644,0.28836576636273614,4,5,4,5,4,0.5070331093699,-0.014066218739799914,1.508341304068394,0.2883657663627363,-17.290577039169428,1.599333597
gmm_ms,shuttle,58000,7,9,6,0.27729498077799297,0.5034125951533405,4,4,3,4,3,0.40922005670727973,0.18155988658544053,1.0758049070387983,0.5034125951533398,-7.382541373615912,498.448931464
gmm_ms,shuttle,58000,7,9,7,0.29210981237522055,0.5287348623468461,4,4,3,4,3,0.40504544073589854,0.1899091185282029,1.0431690206502395,0.5287348623468462,-10.647417504710491,458.373148251
gmm_ms,shuttle,58000,7,9,8,0.2650249409767759,0.49087663825964556,5,4,4,4,4,0.4246043207641511,0.15079135847169778,1.1411968314006804,0.4908766382596446,-8.889615917098492,559.441882069
gmm_ms,shuttle,58000,7,9,9,0.2672084924476862,0.4800185626857413,4,4,3,4,3,0.4241147094688315,0.15177058106233698,1.188408269870614,0.48001856268574106,-8.955644282010141,599.272491871
gmm_ms,shuttle,58000,7,9,10,0.07764811296234625,0.22021691993547077,5,4,4,4,4,0.525062722841238,-0.050125445682476094,1.7383482439239637,0.22021691993546993,-8.795644907062318,616.386574801
gmm_rs,shuttle,58000,7,9,6,0.1423713730375226,0.2876285546135324,5,5,4,5,4,0.5015052934919806,-0.003010586983961079,1.6554777790456427,0.28762855461353154,-13.3902426654573,153.903106169
gmm_rs,shuttle,58000,7,9,7,0.1715711657721583,0.2012188001247869,5,4,4,4,4,0.4693600460412219,0.06127990791755625,1.698568514735384,0.20121880012478616,-11.109907093891405,2797.859227563
gmm_rs,shuttle,58000,7,9,8,0.11846386498999842,0.2369526675276492,5,5,4,5,4,0.520205631963928,-0.040411263927856066,1.8451770983556275,0.23695266752764912,-12.61105523049292,120.543538356
gmm_rs,shuttle,58000,7,9,9,0.11547878334469804,0.23829667974003646,5,4,5,4,5,0.5169566680995095,-0.03391333619901889,1.7871809710225643,0.23829667974003602,-12.997144209807768,187.68476036
gmm_rs,shuttle,58000,7,9,10,0.22475328004965578,0.27863214477675113,5,4,4,4,4,0.43956585398915915,0.1208682920216817,1.6072888564836214,0.27863214477675013,-9.971817716593705,2214.959052294
gmm_hg,shuttle,58000,7,9,6,0.27729498077799297,0.5034125951533405,4,4,3,4,3,0.40922005670727973,0.18155988658544053,1.0758049070387983,0.5034125951533398,-7.382541373615912,1490.124510366
gmm_hg,shuttle,58000,7,9,7,0.14697978496514472,0.2891274175628844,5,4,4,4,4,0.49788837025133015,0.0042232594973397285,1.633170084129391,0.2891274175628842,-9.055564800351538,1574.449948762
